source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status
B0102,0.2,B,V2,survey_periodisation_and_revision_history,第三版结构修订：六部16章后各新增一篇Global Inspiration插章，第六部时间跨度延伸至2020年，第16章重写为「创新、责任与平衡」，可作为教学结构参照,证据边界为前言与目录（clean第165—186行）及P4整体分析报告的结构梳理,回查第三版目录与前言确认插章位置与Part VI时间跨度表述,ACCEPTED_AS_REVISED_CLAIM
B0102,0.3,A,V2,decentering_global_perspective_design_history,第三版以de-centering为方法论纲领：承认经典叙事欧洲中心、男性中心、白人中心，通过非西方案例与跨文化互依展示「民族设计」概念之脆弱，并引Huppatz「全球思考不需全球覆盖」为限度,证据边界为前言（clean第135—140行）与引言「A Wider Angle: De-centering Design」小节,回查引言De-centering小节原文确认Forty引语与Huppatz引语,ACCEPTED_AS_NEW_EDITION_CONTENT
B0102,0.5,C,V2,updated_scholarship_and_reference_sources,第三版修订依托2015年NEH暑期学院成果及Bloomsbury设计参考资源（BED、Design: Critical and Primary Sources、BDL），各章融入2010年后研究，材料来源较第二版更新,证据边界为前言第132—135、150—153行，属版本更新的事实性说明,回查前言确认研讨班名称、主题与参考资源清单原文,CONTEXT_ONLY
B0102,0.6,C,V2,white_privilege_gender_and_canon_critique,第三版前言明确讨论white privilege遮蔽有色人种贡献、扩展女性设计师与性别议题，并将设计史正典的建构性纳入话语自觉,证据边界为前言第146—149行与专项报告六「话语自觉（canon critique）」,回查前言确认white privilege与canon表述的原文措辞,ACCEPTED_AS_REVISED_CLAIM
B0102,2.7,B,V2,china_sinosphere_trade_and_technological_transfer,GI I（第三版新增）：18世纪欧洲设计繁荣依赖与中国的贸易与技术转移（瓷器、丝绸、茶叶、造纸印刷、分工工厂制），欧洲瓷厂经工业间谍破解高岭土配方，外销瓷构成早期文化混血,证据边界为clean第828—871行GI I正文与P4分章报告；属第二版未系统展开的新增内容,回查GI I全文确认Meissen 1708、d'Entrecolles信件、纹章瓷等细节,ACCEPTED_AS_NEW_EDITION_CONTENT
B0102,2.6,B,V2,islamic_west_asia_north_africa_decorative_arts_and_orientalism,GI II（第三版新增）：穆斯林西亚与北非的几何/书法装饰传统（arabesque、girih）被东方主义透镜消费，修正Owen Jones将伊斯兰装饰抽象为「普遍原则」的解读，并指博览会中伊斯兰展区被异国情调化,证据边界为clean第1587行起GI II正文与P4分章报告；插章为概述式引入，不能替代B0463等专史,回查GI II正文确认对Jones的批判与「摩尔式」风格表述,ACCEPTED_AS_NEW_EDITION_CONTENT
B0102,2.6,B,V2,central_west_africa_colonial_exploitation_and_design,GI III（第三版新增）：中非西非发达的物质文化（染色编织、仪式用品）与欧洲殖民掠夺并置，刚果象牙橡胶贸易、Vlisco面向非洲市场的蜡染布、先锋派形式挪用的权力不对称,证据边界为clean第3227—3242行GI III正文与P4分章报告；殖民掠夺史实须回P0档案,回查GI III正文确认Leopold二世刚果与Vlisco论述,ACCEPTED_AS_NEW_EDITION_CONTENT
B0102,8.6,C,V2,latin_america_modernism_and_indigenous_design,GI IV（第三版新增）：拉丁美洲另类现代主义（墨西哥Barragán、巴西Brasília与热带木材家具）与前哥伦布及原住民设计传统（Navajo纺织、Pueblo陶器）被国际现代主义叙事忽略,证据边界为clean第5215行起GI IV正文与P4分章报告；插章概述不能替代拉美专史,回查GI IV正文确认Barragán、Niemeyer、原住民案例的覆盖深度,ACCEPTED_AS_NEW_EDITION_CONTENT
B0102,7.7,C,V2,postwar_japan_design_policy_and_global_brands,GI V（第三版新增）：战后日本以设计立国——MITI政策、G-Mark（1957）、Sony TR-610与Walkman、蝴蝶凳、1964东京奥运海报、民艺运动与MUJI，构成「现代主义=西方」的挑战案例,证据边界为clean第6611行起GI V正文与P4分章报告；插章为概述，制度细节须回日本设计史专书,回查GI V正文确认Sony、G-Mark、民艺、MUJI等案例表述,ACCEPTED_AS_NEW_EDITION_CONTENT
B0102,13.5,C,V2,revisiting_china_contemporary_design_soft_power,GI VI（第三版新增）：从毛时代宣传画到改革开放后世界工厂与品牌输出，2008奥运与2010上海世博会作为国家形象设计事件，以软实力框架分析中国设计，并提示供应链强制劳动与环境代价,证据边界为clean第8199—8250行GI VI正文与P4分章报告；「软实力」是作者框架命题，Uyghur强制劳动表述须回P0来源,回查GI VI正文确认「软实力」、鸟巢、中国馆、Uyghur强制劳动表述,ACCEPTED_AS_NEW_EDITION_CONTENT
