source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status
B0401,7.2,B,V2,role_educate_consumer_taste,CoID（1944年贸易部成立）以教育消费者品味推动战后英国good design；Design Council在Gordon Russell与Paul Reilly主导下推广软现代主义模式；1946 Britain Can Make It展与1951 Festival of Britain构成战后重建的展示性表达,制度史实（成立年份、1946展、1951 Festival）可用；软现代主义、家长式角色为作者命题（引Huygen与自著）,clean L892、L912、L1282、L1290,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,7.3,B,V2,role_arbitrate_good_design,MoMA在Kaufmann Jr主持下成为战后good design品味仲裁者；1950年应芝加哥Merchandising Mart请求启动六届年度Good Design展（1950-55），好设计=现代设计、Streamlining is not good design；家具家居为主、受斯堪的纳维亚影响；好设计运动由文化产业而非联邦政府管理,通论二手综合（引Pulos两卷本）；展览制度史实可用，两种美国设计文化为作者判断,clean L912、L1121、L1294,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,7.4,C,V2,role_continue_bauhaus_legacy,HfG Ulm（1953建校、Max Bill首任校长、Maldonado继任、1968关闭）作为包豪斯复兴；Maldonado在Ulm发展符号学/设计语言学；Ulm与Braun复兴战前理性主义但1960s后失去修辞威力,正文仅零散提及（L1143、L1219、L1234），校史梗概在Glossary词条（L2430），无专章论述；不承担7.4主干证据,clean L1143、L1219、L1234、L2266、L2312、L2430,CONTEXT_ONLY
B0401,7.5,B,V2,role_rebrand_via_corporate_design,联邦德国以设计重建战后身份：Rat für Formgebung主持Gute Form系列展（延续Bauhaus）；Braun AG与Bosch AG定义理性技术性格，Braun与Rams合作巩固工程良好、设计良好声誉；Wagenfeld桥接战前战后；1954米兰三年展呈现高效勤勉国家形象,一段落综合命题（L1304）；制度史实可用，评价为作者命题；与L1234（Ulm-Braun理性主义受挫）互补,clean L1304、L2348,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,7.7,B,V2,role_technology_led_identity,日本战后以先进技术取向加分包系统（小企业与大企业结合）发展设计文化并抵抗福特模式（综合自作者《Japanese Design》1987）；1970s日本高科技消费品与高科技美学（Sony、Sharp、Canon、Toshiba、Hitachi）；Walkman（1982）行为转型,命题边界窄：L1296一段综合加Ch7技术叙事；无日本制度史细节（G-Mark等未及）；依赖作者自著综合,clean L1039、L1043、L1045、L1296,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,0.2,B,V2,role_bridge_production_consumption,设计是生产与消费之间的桥梁（Janus双重联盟，L274引1986旧文仍成立）；消费文化使设计必要、技术进步使之可能（L286）；全书以现代性（1900-1939）与后现代性（1940至今）两时段为纲、身份为核心概念（L294）,Introduction方法论声明，均为作者命题；可支撑教材设计文化三维度叙事的框架对接,clean L274、L276、L286、L294,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,0.2,B,V2,role_define_design_culture_framework,design与culture两概念的辨析（过程/结果、规范/人类学意义）构成方法论起点（L282）；设计被视为文化的构成性力量而非镜像（L284）；理论依赖Huyssen《After the Great Divide》与Bourdieu《Distinction》（L300-302）,作者自述框架；注意本书以design与culture的关系为纲，而非严格的design-production-consumption三维模型,clean L282、L284、L300-302,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,5.2,B,V2,role_consume_modernity,消费现代性：现代消费非需求满足而是意义生产与品味区隔（Veblen起点）；百货商店、橱窗、广告、杂志构成消费意义机器；设计以刺激欲望为首要功能（L346）；设计师进入现代消费文化震中（L415）,Ch1二手综合（引Leach、Strasser、Frederick等）；判断为作者命题；通用史实与B0101/B0102去重,clean L346、L348、L366、L415,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,5.5,B,V2,role_professionalise_commercial_design,工业设计师职业源自商业传统（广告、展示）与建筑传统双根（L288）；1930s美国咨询设计师（Loewy、Teague、Bel Geddes）以流线型进入工业（Hounshell文化战胜技术，L436）；设计师自我神话vs商业现实（L610-616）,Ch3二手综合；Earl/GM 1927、流线型等通用史实只计一份,clean L288、L436、L601、L610-616,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,9.1,B,V2,role_postwar_consumer_society,战后消费社会：Admass（Priestley，L870）与核家庭消费单位（L874）；消费成为主要认同形式（L872）；好设计=好品味成为零售与制度话语（MoMA/CoID/Den Permanente，L912）；1960s青年文化取代性别成为消费主导范畴（L916）,Ch6.1二手综合（引Galbraith、Williams、Hine等）；判断为作者命题,clean L870、L872、L912、L916,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,9.1,B,V2,role_brand_consumer_culture,后现代消费文化：理论谱系（Baudrillard、Eco、Bourdieu、Featherstone、Jameson，L931）；品牌全球化（Nike、Reebok、Benetton、Swatch，L953）与设计师品牌化（L929）；消费研究新范式（Douglas & Isherwood、Miller、McCracken，L1250）,Ch6.2与Ch9理论综述，作者综合命题；品牌案例为通用史实只计一份,clean L929、L931、L953、L1250,ACCEPTED_AS_SUPPORTING_SOURCE
B0401,11.2,B,V2,role_critique_modernism,现代设计危机：机身壳悖论否认功能主义（L1201）；Banham抛弃美学（L1206）；独立小组与流行文化转向（L1210）；Barthes符号学（L1217）；Pop运动打破形式-功能合一（L1230）；合适的（appropriate）设计取代好设计（L1246）,Ch9.1二手综合（引Banham、Boorstin、Barthes）；判断为作者命题,clean L1201、L1206、L1217、L1230,ACCEPTED_AS_SUPPORTING_SOURCE
