source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status
B0346,3.2,A,V2,futurism_italian_avantgarde_context,意大利未来主义是机械时代的美学先声：速度、图像碎片化、线条动感与机械时代生活激情构成其创作基础；其设计面向（Sant'Elia/Chiattone的未来城市建筑构想、Balla的服装设计）停留在高雅文化层面，未进入日常生产；其极端个人主义与“浪漫民族主义”直接通向法西斯，1920年代后成员与法西斯政治立场关联,本书对未来主义设计仅约12行正文加图注，属通史综述而非未来主义专论；“通向法西斯”是作者史家判断，须以未来主义宣言原文（B0027类一手来源）互补；本书未引用宣言正文,回查clean第351—369行：FUTURISM专节标题、速度美学、Sant'Elia/Chiattone 1914年构想、Balla 1914年服装、法西斯关联表述,ACCEPTED_AS_CORE_SOURCE
B0346,3.1,C,V2,war_urban_mechanical_perception_background,一战“工业动员”使意大利进入国家补贴的“production at any cost”体制（Fiat从6000人增至30000人）；机械时代感知以速度美学与机器崇拜为标志，机械化城市构想（Sant'Elia的未来之城）为其空间表达,本书以工业史与政治史角度处理战争与都市，非感知史专论，“机械感知”术语未出现；仅可作为3.1的背景性转述来源,回查clean第398—401行（一战工业动员与国家补贴）、第351—364行（速度美学与未来城市构想）,CONTEXT_ONLY
B0346,3.6,C,V2,olivetti_visual_programme_exhibition_design,奥利维蒂的图形现代化（包豪斯训练的Schawinsky以摄影+排印革新图像、Pintori海报、Nizzoli平面出身）与三年展展览设计（Persico/Palanti/Nizzoli 1936年“Victory Salon”）是意大利语境下新视觉语言的对应物,本书是公司史与展览史叙述，非“新摄影、新字体”运动的国际论述；若3.6需意大利对照案例可降级引用，不宜作为核心来源,回查clean第462—464行（奥利维蒂图形革命）、第377—378行（Victory Salon图注）、第102—105行（Nizzoli的Campari广告与其平面出身）,CONTEXT_ONLY
B0346,3.7,B,V2,transnational_avantgarde_networks_italy,意大利先锋的跨国网络有实证接触链：包豪斯训练的Alexander Schawinsky受雇奥利维蒂、乌尔姆理论（Maldonado）与意大利设计批评对话、Memphis 1981年吸纳Hollein/Graves/Isozaki/Mariscal等国际建筑师为成员、国际设计师为意大利品牌工作,雇佣与成员制属接触/委托证据，可支撑传播链；乌尔姆影响是理论对话而非直接委托，须与雇佣证据区分；“同场展出”类证据不可直接推断影响,回查clean第462—464行（Schawinsky受雇）、第1439行（乌尔姆参照）、第2095—2097行（Memphis国际成员）、第2160—2162行（国际双向交流）,ACCEPTED_AS_SUPPORTING_SOURCE
B0346,3.3,X,V2,dada_montage_not_covered,本书未涉及达达与蒙太奇；反设计语境中对Duchamp现成品的援引属1960年代Castiglioni照明设计讨论，与一战达达无传播证据,无内容支撑3.3；如需达达—意大利关联须另寻来源，本书明确排除,回查clean第1316、1324行；全书实体索引无Dada条目,EXCLUDE_AS_NOT_COVERED
B0346,3.4,X,V2,constructivism_productionism_not_covered,本书仅在第九届三年展展示设计图注中提及Max Huber的结构“受构成主义者影响”，无俄国构成主义与生产主义的实质论述,单一图注提及不构成覆盖，排除,回查clean第863行（图注）,EXCLUDE_AS_NOT_COVERED
B0346,3.5,X,V2,de_stijl_universal_order_not_covered,本书未提及风格派（De Stijl）、蒙德里安或凡·杜斯堡，无普遍秩序论述,无内容，排除,回查：全书实体总索引与各章实体清单均无De Stijl条目,EXCLUDE_AS_NOT_COVERED
B0346,0.2,B,V2,modernity_as_italian_bid,“意大利设计是意大利争取现代性斗争之镜像”：本书以现代性为全书解释框架，“被确认的设计”、传统—现代双重矛盾、法西斯同时拥抱传统与现代均为现代性叙事,本书是意大利案例的现代性叙事而非现代性概念理论；其“传统/现代”二元处理含作者立场，须与理论文献配合使用,回查clean第45—47行、第370—371行（战间期对现代时代的深层矛盾态度）,ACCEPTED_AS_SUPPORTING_SOURCE
B0346,0.3,B,V2,relational_history_political_economy,本书示范关系史方法：政治—经济—文化三层并进，“低工资政策→出口竞争力→设计美学”因果链，国际参照系（美、德、日、北欧）贯穿，把设计嵌入产业与政治史,方法示范有效，但“低工资→设计美学”因果链是作者论证构造，具选择性；消费端缺席是关系史的重要盲区，引用时须保留这一批判视角,回查clean第729—734行（低工资与出口）、第82行（生产—消费脱节）、第1170—1175行（经济奇迹与大众消费）,ACCEPTED_AS_SUPPORTING_SOURCE
B0346,0.6,C,V2,evidence_bias_secondary_synthesis,本书可作为证据偏差教学案例：通史依赖当代期刊评论与公司档案，“proto-design”是1983年回顾性分类（作者自承历史方法问题）；“大师史”叙事使匿名生产者与女设计师结构性缺席,本书非档案一手史；用于0.6时须与原始档案、宣言文本对照，其叙述层与档案事实层须分离,回查clean第372—373行、第1584—1593行（匿名生产者的结构性承认但无个体证据）,CONTEXT_ONLY
B0346,1.6,B,V2,concept_competition_rationalism_novecento,1930年代Rationalism与Novecento竞争“法西斯风格”地位：理性主义因国际主义与风格激进败北，新古典Novecento胜出；概念竞争结果由政治偏好（Mussolini）裁决而非美学优胜,本书明确呈现为争夺官方风格的概念竞争；“理性主义日后被追认为战后设计训练场”是事后追溯，非当时共识，引用时须标注,回查clean第596—605行（两者竞争与胜出、理性主义作为战后训练场）,ACCEPTED_AS_SUPPORTING_SOURCE
B0346,2.5,B,V2,stile_liberty_italian_art_nouveau,意大利新艺术（Stile Liberty）：1902年都灵国际展标志意大利进入国际新艺术语境，巴洛克—花卉特征，Carlo Bugatti受非洲文化影响的家具、Raimondo D'Aranco与ebanisti高级细木工传统,本书对Stile Liberty的论述较短，主要服务于“传统—现代双轨”论证；Bugatti家具与1902展有图版实物证据,回查clean第200—205行、第285—286行（Stile Liberty定名）、第238—250行（Bugatti与ebanisti）,ACCEPTED_AS_SUPPORTING_SOURCE
B0346,4.7,C,V2,canon_translation_italian_case,现代运动正典在意大利的区域转译：Gruppo Sette 1926年宣言既呼应欧洲现代主义又主张与古典传统连续；包豪斯训练的设计师进入奥利维蒂；战后Cassina 1965年复刻Le Corbusier、Gavina复刻Breuer包豪斯椅，经典通过意大利产业被商品化转译,本书的转译证据在雇佣与产品复刻层面，非制度转译机制；若4.7需要包豪斯—意大利的制度链，本书仅提供片段,回查clean第512—540行（Gruppo Sette宣言与双重定位）、第1282—1303行（Le Corbusier与Breuer复刻）,CONTEXT_ONLY
B0346,5.4,B,V2,streamlining_italian_adaptation,流线型的跨国迁移与意大利改造：Fiat 1500（1935）仿Chrysler Airflow、Pininfarina为Lancia Aprilia设计翼形车身、Breda机车采用克制版流线型；战后意大利人把美国流线型简化、去装饰化,作者明确指出意大利对美式流线型的改造而非照搬，符合“风格相似不等于影响”的边界；流线型叙述分散于多章无专节，须跨段拼接,回查clean第422—426行、第692—695行（Breda机车与流线型图注）、第819—820行（意大利式改造）,ACCEPTED_AS_SUPPORTING_SOURCE
B0346,5.5,B,V2,industrial_design_profession_italy,工业设计职业的意大利形成路径：“industrial design”与“consultant designer”概念自美国输入后被建筑师传统改造为较少商业化的实践；战后建筑师因建筑项目匮乏转行产品设计；ADI（1956）与Compasso d'Oro（1954）构成职业制度,本书提供与美国职业史相对的意大利对照案例；设计师叙述偏“大师史”，匿名从业者缺席,回查clean第86—96行、第825行（概念输入与改造）、第1133行（Compasso d'Oro）、第1472—1473行（ADI与金圆规）,ACCEPTED_AS_SUPPORTING_SOURCE
