source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status
B0222,3.4,A,V2,constructivism_production_art_actor_texts,Brik《From Pictures to Textile Prints》论证架上绘画与资本主义文化形态同朽、印花布成为创作中心，是生产主义在设计领域延伸的行动者文本,证明Brik主张，不能证明纺织品设计在工厂的实际采用或大众接受,回查L4144-4239,ACCEPTED_AS_CORE_SOURCE
B0222,3.4,A,V2,constructivism_internal_split,Gabo/Pevsner《Realistic Manifesto》反对艺术功利化、坚持艺术独立价值，与Tatlin文本并置呈现构成主义内部物质路线与精神路线的根本分歧,两篇均为行动者主张；编者评述（该宣言对俄国构成主义影响小、对西方意义大）为编者层判断,回查L3575-3668正文中关于节奏与生命的表述,ACCEPTED_AS_ACTOR_SOURCE
B0222,3.6,A,V2,new_photography_snapshot,"Rodchenko《Against the Synthetic Portrait, For the Snapshot》以Photograph and be photographed!论证快照摄影取代合成肖像，是新摄影论的行动者文本",证明艺术家主张与论战姿态，不能证明新摄影的公众接受度,回查L4260-4326正文批判段,ACCEPTED_AS_CORE_SOURCE
B0222,3.6,B,V2,proun_spatial_design,Lissitzky《Suprematism in World Reconstruction》的Proun作为二维至三维形式的中间点，关联空间构成与展览设计语境；文本为至上主义世界重建宣言,证明Lissitzky主张；Proun实际展览设计效果需其他资料佐证,回查L2785-2816正文,ACCEPTED_AS_ACTOR_SOURCE
B0222,3.2,B,V2,russian_futurism_politicized,Altman《Futurism and Proletarian Art》、KomFUT纲领、Lef宣言展示俄国未来主义在革命语境中的政治化路线（形式革命等于社会革命）,行动者文本证明其主张；俄国未来主义与意大利未来主义的关系须另行对照，本书未收意大利文本,回查L2917、L3501-3504,ACCEPTED_AS_ACTOR_SOURCE
B0222,3.1,B,V2,machine_and_city_perception,Chernikhov《The Construction of Architectural and Machine Forms》（十一条构成法则）与Lef环抱城市、参与全球建设口号提供机器形式与都市感知的俄国行动者表述,证明其形式语法主张；机器感知的社会史效应需其他证据,回查L4358-4410构成法则,ACCEPTED_AS_ACTOR_SOURCE
B0222,3.7,B,V2,transnational_network_evidence,Inkhuk与柏林的联系、Lissitzky 1922年在柏林编辑Veshch/Gegenstand/Objet三语期刊、Lef的Red Art International号召、Gabo 1922年赴柏林构成跨国先锋网络的行动者-编者证据,网络描述多为编者导论与简介层叙述；国际号召是主张而非网络实态,回查L298、L2789-2790,ACCEPTED_AS_ACTOR_SOURCE
B0222,0.2,B,V2,russian_modernity_claim,Shevchenko自然已不存在、已被转为地基与沥青与Goncharova离开西方走向东方是俄国现代性经验（技术文明替代自然、东西方轴心）的行动者表述,行动者感知不等于社会事实，须与其他史料互证,回查L1096-1177、L1287-1347,ACCEPTED_AS_ACTOR_SOURCE
B0222,0.3,B,V2,relational_history_debates,宣言-反宣言并置（Tatlin vs. Gabo；Bogdanov vs. KomFUT/Altman；AKhRR vs. OST/October）构成关系史叙事的史料基础,并置是编者组织行为；争论双方文本可互证分歧存在，但各自均为单方主张,回查L3079-3141与L4445-4677,ACCEPTED_AS_CORE_SOURCE
B0222,0.5,A,V2,actor_texts_as_primary_sources,全书48篇行动者文本（宣言、讲稿、政策文件、展览目录声明）是行动者文本作为史料的典型样本：编者标注原始出处（bibl.编号体系）与文本物理来源,行动者文本证明主张而非效果与接受，此为使用规则而非内容结论,回查前言L14-72,ACCEPTED_AS_CORE_SOURCE
B0222,0.6,B,V2,translation_selection_bias,译文为二手层（俄译英）、多篇标[Extracts]节选、1970年代冷战学术语境——三重证据偏差须在引用时标注,编者对Realistic Manifesto影响的评述即编者层价值判断示例,回查前言翻译策略与考据注释,ACCEPTED_AS_ACTOR_SOURCE
B0222,4.4,B,V2,vkhutemas_education_context,Shterenberg《Our Task》（Svomas校长）、Lissitzky与Malevich维捷布斯克教学、Gabo/Pevsner任教Svomas/Vkhutemas为呼捷玛斯教学体制提供行动者侧证,本书无专门论述设计教育的文本，均为背景性提及，不作4.4核心证据,回查L3232-3286、L2198、L3573,ACCEPTED_AS_ACTOR_SOURCE
B0222,3.3,D,V2,dada_montage_marginal,本书无达达宣言文本；蒙太奇仅以图注与注释形式边缘出现（如Rodchenko为Mayakovsky《Pro eto》设计的摄影蒙太奇）,证据不足，不得据本书断言俄国达达或蒙太奇理论,回查L4249图注,EXCLUDE_AS_INSUFFICIENT_EVIDENCE
B0222,3.5,D,V2,de_stijl_absence,风格派（De Stijl）在本书无收录文本，全书无实质关联,无内容，排除,——,EXCLUDE_AS_OUT_OF_SCOPE
