source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status
B0121,3.3,A,V2,dada_photomontage_as_war_media_practice,柏林摄影蒙太奇是从一战物质条件（审查、Liebesgaben关爱包裹、士兵纪念照、Klebestuben粘合室、代用品经济）中涌现的集体实践而非个人发明；Doherty并置Hausmann/Höch/Grosz/Heartfield/Herzfelde五种矛盾的发明叙事；Scholz《工业农民》为关键对象证据,五种起源叙事均为事后回忆（1958—1966年写作），属记忆性史料；“发明”主张是行动者话语（P0），可证意图不可证观众接受；蒙太奇的政治效果论断部分依赖作者图像学诠释,clean行1902—1964、1916—1931、1929,ACCEPTED_AS_CORE_SOURCE
B0121,3.3,A,V2,merz_as_material_equality_and_connection,施维特斯Merz原则：“所有材料权利平等”（婴儿车轮、铁丝网、棉线与颜料同权）、“und”（连接）作为方法论；Merzbild层叠结构、Ursonate、Merzbau构成跨媒介扩展；与柏林Club Dada的排斥冲突定义“政治达达vs艺术达达”张力,Merz宣言是艺术家自我陈述（P0），“权利平等”是制作意图而非作品效果证据；Hannover章大量依赖Schwitters自述；Merzbau已毁，仅存照片与文字,clean行2840—2842、2862—2863、2846—2848、2979—2989,ACCEPTED_AS_CORE_SOURCE
B0121,3.1,A,V2,modern_shock_war_and_media_double_crisis,达达诞生于一战创伤与摄影画报、广播、电影、广告等现代媒介文化爆炸的双重危机交叉点；导论“现代震惊→达达战术→达达诊断学”框架；Benjamin弹道学比喻置于诊断学语境,该框架是主编导论的主张，非六章统一结论（各章对“震撼”的具体形式理解不同）；Benjamin分析为1936年事后理论，不能当作1916—20年当时接受证据,clean行546—657、619、623,ACCEPTED_AS_CORE_SOURCE
B0121,3.3,B,V2,readymade_as_selection_displacement_variant,纽约现成品（Fountain、Bottle Rack）作为“选择即创造”的蒙太奇逻辑变体：Duchamp审美冷漠与柏林“新材料”、Man Ray拾得物的明确区分；Stieglitz对Fountain的摄影改变对象接受；Rrose Sélavy为消费文化品牌戏仿,现成品与拼贴/蒙太奇的统一谱系是P4演化链整合，原书Taylor坚持纽约达达与欧洲达达“平行独立起源”；Fountain被拒事件部分依赖事后回忆与媒体转述,clean行4232—4250、4248、4543—4567、4342—4344,ACCEPTED_AS_CORE_SOURCE
B0121,3.1,B,V2,war_maimed_body_machine_perception,战争伤残与机械感知的视觉案例：柏林假肢/战争残废与Hausmann Dadasoph假肢头、Grosz自画像阉割主题；纽约Picabia机械形态画与Man Ray蛋搅拌器/衣夹的机器-身体美学；科隆Ernst生物-机械杂合体,作品解读属作者形式分析+语境嵌入的诠释，观众感知证据薄弱（仅报纸评论等零散佐证）；“机械感知”多为作品图像学层面的推断而非实测接受,clean行2089—2097、4232—4257、3542、4851—4853,ACCEPTED_AS_CORE_SOURCE
B0121,3.2,B,V2,dada_vs_futurism_tactics_vs_style_war,导论以对立建构法区分达达（战术/反战/怀疑集体）与未来主义（风格/好战）及表现主义；声音诗谱系追溯至未来主义噪音诗（Bruitism）；两运动对战争立场构成直接对照,本书非未来主义专论，比较仅见于导论框架性段落与苏黎世章谱系追溯，未系统展开；不得据此断言未来主义本身内容,clean行605—607、947,ACCEPTED_AS_CORE_SOURCE
B0121,3.4,C,V2,dada_russian_avantgarde_indirect_links,导论对比达达（怀疑集体）与俄国前卫（信仰集体）；El Lissitzky与Schwitters合作、Dreier通过Société Anonyme向美国传输欧洲达达构成跨前卫网络触点,本书无俄国构成主义/生产主义系统论述，以上仅为间接提及的网络连接事实；3.4节主证据须另寻来源,clean行540、2736、4299—4312,ACCEPTED_AS_CORE_SOURCE
B0121,3.6,A,V2,dada_periodical_typography_and_branding,达达期刊作为传播机制的版式设计：Tzara将Dada期刊小报化（Bulletin Dada/Dadaphone）、“Administration Mouvement Dada”公司式信纸品牌化；Anna Blume诗集封面、Merz 1 Holland Dada封面、Der Ventilator版面与笔名策略、排版诗（Gesetztes Bildgedicht）,展览图录以艺术史视角分析期刊传播功能，非设计史式版面分析；期刊内容在clean中有文本，版面视觉须回图版；Tzara品牌化兼有行动者自述成分,clean行1053—1117、2934—2949、3453—3509、4797—4867,ACCEPTED_AS_CORE_SOURCE
B0121,3.6,C,V2,dada_exhibition_space_design,达达展览空间作为设计对象：Dada-Vorfrühling男厕所通道（红水鱼缸、玩偶头、闹钟、斧头）、Salon Dada空间（悬挂雨伞烟斗领带、“Dada是世界最大骗局”广告词覆盖）、1920年博览会装置布局,展览描述依赖照片与事后叙述，多属行动者/媒体转述（P0边缘）；属展览设计史边缘案例，非本书主线；clean中空间证据为图像占位符,clean行3620—3656、4843—4865、623,ACCEPTED_AS_CORE_SOURCE
B0121,3.7,A,V2,transnational_dada_network_periodicals_travel,达达作为去中心化跨国网络：期刊（391、Dada 1–7、Littérature、Der Ventilator、Merz）构成知识流通通道；人物迁移（Tzara苏黎世→巴黎、Picabia纽约↔苏黎世、Ernst科隆→巴黎、Man Ray/Duchamp纽约→巴黎）；邮政网络（Mouvement Dada信纸列出各城分支）；六城并列反对单一中心,网络模型是导论主编框架+各章人物穿越的合成，原书未给网络理论定义；六城模型排除罗马尼亚/日本等边陲，引用时须注明其中心化残余,clean行540—541、各章人物迁移叙述,ACCEPTED_AS_CORE_SOURCE
