source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status
B0199,3.1,A,V2,posters_as_home_front_mobilization,一战海报是全面战争动员平民、建构“后方”的关键媒介：公民通过观看海报学会把自己视为后方一员；海报“民族化、动员化、现代化”了平民人口,可证组织者的动员意图与视觉方案；“学会看到自己”是作者论证，观众接受程度不可单独由海报证明,clean 266-270（绪论）,ACCEPTED_AS_CORE_SOURCE
B0199,3.1,A,V2,total_war_poster_sign_instrument,大众化生产、全彩、大幅面战争海报同时是战争创新的“标志”与“工具”，构成现代大众传播与总体战的交汇点；海报被称为“海报战争”（the poster war）,政府、慈善与私人机构均视海报为关键传播环节；但效果性引文出自广告业自述（Poster Advertising Association刊物），须标注话语身份,clean 270、276、280（绪论）,ACCEPTED_AS_CORE_SOURCE
B0199,3.1,A,V2,enemy_image_distance_violence,敌人形象（“匈人”、大猩猩等）的跨国视觉建构是大众动员的核心策略；距离战场越远（澳/美）暴力渲染越强，文化破坏（鲁汶、兰斯）成为宣传主题,“暴力强度差异”是Gullace对图像模式的归纳；敌人形象材料为组织者话语，不可转述为事实；不证明图像对观众的实际影响,clean 700-702（第2章）,ACCEPTED_AS_CORE_SOURCE
B0199,3.1,A,V2,gendered_mobilization_rhetoric,海报以性别化修辞动员：美国女性形象五重类型（寓言女神/遇难少女/商品化/家庭消费者/穿制服女工）与英国男性气质“荣誉→羞耻胁迫”演变服务于招募与后方动员,五类型与“三类男人”是作者类型学解读；PRC招募目标属组织者意图，是否被接受需其他证据,clean 2423、2587（第9、10章）,ACCEPTED_AS_CORE_SOURCE
B0199,0.4,A,V2,poster_image_picture_duality,海报作为史料具有双重性：作为“图片”（picture，可烧毁/悬挂的物质对象）与“图像”（image，可复制、挪用、存续的视觉内容），处于“证据的暮光地带”,Mitchell区分是分析工具而非史料本身；海报可证生产、流通、展示安排，不能单独证接受,clean 314,ACCEPTED_AS_CORE_SOURCE
B0199,0.4,A,V2,poster_archive_provenance,海报作为人工物被档案馆系统保存（胡佛研究所、帝国战争博物馆、国会图书馆、Schomburg中心等），其收藏与编目即史料化过程；帝国战争博物馆为最早系统收藏者,档案馆名单出自致谢与插图注记，“最早系统收藏”为作者陈述,clean 248（致谢）、276（收藏与在线发布）,ACCEPTED_AS_CORE_SOURCE
B0199,0.5,A,V2,contextual_reading_method,图像史料必须置于话语语境（书面宣传、公共演讲、报刊、明信片、私人信件、公共仪式）中解读；孤立图像学证据会误导；反对海报图像“自行言说”,方法论主张（Goebel表述、James全书承诺），非对单张海报的经验结论；各章做法示范了该方法的操作,clean 327、335（绪论）,ACCEPTED_AS_CORE_SOURCE
B0199,0.5,A,V2,government_archive_reconstruction,政府档案（英国PRC分发数据：近1200万份海报、3400万份传单；美国USFA档案、CPI记录）与图像档案交叉使用，可重建海报生产—分发—展示的完整链条,档案可证生产分发规模与组织流程；分发量不等于接受效果（本书明确此边界）,clean 2368（USFA女性网络）,ACCEPTED_AS_CORE_SOURCE
B0199,0.6,A,V2,propaganda_goal_vs_result,必须区分海报运动的目标与结果：海报是“爱国行为的建议论证”，不是观众已接受这些论证的证据；志愿招募下降与1916年征兵制即为反证,核心证据边界：组织者意图（可证）≠观众接受（不可单独由海报证）；此条在绪论与第10章正文双重出现,clean 339、2587（proposed arguments）,ACCEPTED_AS_CORE_SOURCE
B0199,0.6,A,V2,poster_distorting_mirror_evidence,海报像Marchand所谓“扭曲的镜子”（Zerrspeigel）：折射公众愿望而非现实、美化与省略战争暴力；恰因此成为“人们如何想象战争”的证据，而非战争实况的记录,虚构化歪曲不使海报失去史料价值，但须按“愿望影像”读；“海报没有展示战争的人力代价”（绪论）即其后果,clean 377（Zerrspeigel）,ACCEPTED_AS_CORE_SOURCE
B0199,0.6,A,V2,poster_audience_reception_limits,观众研究边界：USFA女性既是海报观众又是发行者、展示者、制作者（“双重生活”），是少见的接受侧证据；大多数海报的观众反应不可考，须承认证据缺口,USFA回信与报告可证女性参与实践；“3500多人参观”类数字来自组织者自报，属宣传档案而非独立测量,clean 2368（Home Demonstration Agents）,ACCEPTED_AS_CORE_SOURCE
